time,latitude,longitude,depth,mag
2023-02-17 13:29:51.381365020,38.1936,-121.7669,4.9,1.34
2023-02-17 13:30:34.034199546,37.4409,-118.0889,5.55,1.1
2023-02-17 13:55:38.463781872,36.688,-120.3403,4.31,1.21
2023-02-17 14:46:22.954588655,38.1847,-116.1415,7.7,1.29
2023-02-17 16:40:17.028323223,36.1621,-118.3754,9.06,2.34
2023-02-18 00:32:42.575604881,36.6864,-118.7367,7.3,1.25
2023-02-18 02:22:38.508782456,37.8164,-120.843,4.71,1.2
2023-02-18 03:38:57.721004222,37.2629,-114.8364,8.95,1.91
2023-02-18 04:02:11.386261523,34.4355,-116.6028,12.3,1.5
2023-02-18 04:57:20.031442889,38.2153,-118.0216,11.16,1.33
2023-02-18 07:11:03.750813606,35.5299,-118.4837,7.21,2.01
2023-02-18 07:16:39.025246010,37.991,-120.3958,5.4,1.01
2023-02-18 09:24:48.734221477,34.6885,-120.858,9.14,1.39
2023-02-18 10:54:21.645578124,36.4733,-120.5345,7.17,1.04
2023-02-18 11:03:58.363355342,32.9459,-118.6575,8.31,1.14
2023-02-18 12:09:03.421356106,33.7973,-116.6748,8.34,1.16
2023-02-18 13:33:02.444987185,34.6547,-117.1781,10.38,1.45
2023-02-18 15:13:14.603091912,36.5028,-115.4313,3.47,2.27
2023-02-18 16:12:51.445922321,37.2029,-121.5871,9.72,1.0
2023-02-18 18:19:20.803602608,34.5903,-116.2596,2.11,1.22
2023-02-18 18:56:19.590248848,37.2368,-119.199,14.75,1.03
2023-02-18 19:09:06.520360332,32.8961,-120.6938,7.76,1.04
2023-02-18 19:32:58.150330720,36.7049,-116.666,13.4,1.09
2023-02-18 19:48:48.317011607,38.0028,-116.4834,8.72,1.28
2023-02-18 21:54:00.808276968,35.2594,-120.6108,11.28,1.21
2023-02-18 22:15:48.585902679,34.9616,-120.7824,8.91,1.17
2023-02-18 23:08:24.440435225,38.2623,-118.4268,8.86,1.91
2023-02-18 23:42:38.791971973,38.2315,-119.6786,8.77,1.14
2023-02-18 23:43:07.209653379,37.2703,-117.3792,9.67,1.58
2023-02-19 00:57:38.772505309,36.3986,-118.3425,7.99,1.21
2023-02-19 01:10:04.743730926,37.6168,-115.5783,11.41,1.5
2023-02-19 01:17:59.175635723,35.2144,-115.4226,8.33,1.9
2023-02-19 01:19:46.315517553,37.6561,-115.1204,8.78,1.53
2023-02-19 01:30:00.601079254,35.7353,-121.9,7.8,1.33
2023-02-19 03:09:11.268303039,34.3775,-115.2852,11.01,1.3
2023-02-19 03:44:25.395376751,33.4578,-116.5446,10.26,2.68
2023-02-19 03:55:50.767519172,33.1323,-117.9223,8.92,1.32
2023-02-19 04:34:44.108318596,34.3339,-114.6584,7.23,1.29
2023-02-19 04:36:45.161465731,38.0966,-116.7544,9.96,1.97
2023-02-19 05:11:59.637536770,33.2445,-121.953,10.86,1.38
2023-02-19 06:23:11.729904516,33.6063,-121.0596,8.91,1.86
2023-02-19 07:19:35.544604527,35.3486,-115.0063,9.77,2.36
2023-02-19 08:46:50.799542115,32.7423,-120.8049,3.98,2.25
2023-02-19 09:50:41.582718578,34.7367,-121.052,9.51,1.25
2023-02-19 09:59:48.114989949,33.0186,-115.6672,6.66,1.06
2023-02-19 10:25:26.912038668,35.105,-117.3159,10.4,2.04
2023-02-19 11:26:53.256367655,35.1734,-121.5675,9.15,1.51
2023-02-19 13:11:53.790925100,33.6179,-117.9574,5.02,1.81
2023-02-19 13:38:10.908665058,35.3617,-118.2026,10.01,1.06
2023-02-19 14:46:41.801871280,34.1192,-114.5704,9.4,1.05
2023-02-19 15:00:01.693542208,36.8225,-116.1432,8.14,2.05
2023-02-19 16:50:20.532965050,35.7468,-118.6932,6.07,1.61
2023-02-19 19:54:44.442466161,36.6585,-121.0117,8.54,1.04
2023-02-19 20:22:57.636461734,34.5762,-116.1757,2.73,2.92
2023-02-19 20:40:09.865717758,35.7766,-115.591,12.48,2.46
2023-02-19 21:13:45.490769459,38.0131,-115.9897,0.0,1.25
2023-02-19 23:56:41.992751335,34.5327,-118.038,10.91,1.55
2023-02-20 00:24:46.396067820,32.5442,-118.2744,14.38,1.15
2023-02-20 00:28:40.902192931,35.4777,-118.0597,10.86,1.96
2023-02-20 01:02:53.410695950,33.4412,-121.7169,9.43,1.4
2023-02-20 02:11:26.368285798,36.5184,-121.3717,12.34,1.26
2023-02-20 02:18:32.895494658,36.2012,-119.3346,8.97,1.54
2023-02-20 02:34:47.326310162,32.7268,-118.7974,4.58,1.31
2023-02-20 02:38:23.513485285,33.2986,-118.4705,12.56,1.34
2023-02-20 03:21:30.452533059,38.0836,-114.8049,7.05,1.27
2023-02-20 05:02:37.521604262,35.6913,-116.0676,12.34,1.13
2023-02-20 07:30:18.751726044,34.3894,-117.5885,11.62,1.11
2023-02-20 09:29:26.002247813,32.7734,-121.6317,5.41,1.0
2023-02-20 11:40:40.740526134,33.3909,-115.1212,6.73,1.12
2023-02-20 11:41:36.973258729,37.0867,-117.1282,8.34,1.99
2023-02-20 12:15:20.939874630,35.7471,-114.5648,8.11,1.53
2023-02-20 13:21:44.926058421,35.8189,-115.2791,12.67,1.42
2023-02-20 14:33:13.370368333,36.8048,-116.099,13.83,1.87
2023-02-20 14:45:16.047820503,33.6629,-114.8519,16.97,1.48
2023-02-20 14:50:07.301755580,34.3776,-118.6265,6.95,1.06
2023-02-20 15:34:54.186599899,36.2039,-115.0861,10.61,1.12
2023-02-20 16:21:02.564417899,34.8603,-121.2494,6.89,1.25
2023-02-20 16:58:33.829016619,35.6737,-120.5635,8.78,1.82
2023-02-20 17:03:43.344688809,32.6829,-118.9993,3.29,3.01
2023-02-20 18:06:33.431245526,36.4009,-120.0845,3.42,1.14
2023-02-20 18:40:58.482200492,35.6743,-118.2635,9.11,1.9
2023-02-20 18:54:45.563749198,34.8009,-115.0135,6.52,1.15
2023-02-20 19:06:31.646143205,36.7985,-121.8942,9.37,2.26
2023-02-20 19:15:20.143849798,35.2628,-121.983,12.86,1.42
2023-02-20 19:15:33.432608764,34.256,-118.6781,9.29,1.24
2023-02-20 20:27:09.604368619,34.856,-118.0763,3.03,1.27
2023-02-20 21:28:57.678622046,38.4269,-117.1259,2.61,1.22
2023-02-20 23:25:24.088071010,35.5998,-117.227,7.5,1.17
2023-02-21 00:54:28.685386425,36.2317,-117.9315,8.87,1.01
2023-02-21 01:22:34.024966154,34.5048,-121.3625,9.29,1.45
2023-02-21 01:25:46.951996220,35.0724,-119.4063,11.48,1.1
2023-02-21 01:25:50.895804881,37.33,-117.6433,5.98,1.06
2023-02-21 02:08:20.546444381,38.4023,-121.8164,8.36,1.77
2023-02-21 05:21:39.245241690,33.8406,-120.8763,7.01,1.51
2023-02-21 06:50:24.438985274,32.8623,-119.5605,6.79,1.26
2023-02-21 06:52:37.386402101,34.6481,-119.5134,13.61,1.1
2023-02-21 07:24:17.535808329,32.6716,-117.6248,2.75,1.3
2023-02-21 08:04:50.420873784,32.7216,-121.2455,5.8,1.61
2023-02-21 09:24:11.917054616,35.3691,-117.6981,8.52,1.34
2023-02-21 09:27:02.120592966,34.7178,-118.1224,4.41,1.59
2023-02-21 10:07:51.357446638,33.217,-116.2175,11.84,1.71
2023-02-21 10:19:45.076424228,37.6354,-121.102,7.51,1.75
2023-02-21 10:51:34.765817451,38.1364,-117.3745,9.14,1.09
2023-02-21 11:45:13.232632283,35.5602,-116.5445,3.62,1.37
2023-02-21 12:20:41.555275718,37.8798,-121.71,11.08,1.84
2023-02-21 12:46:17.468455749,37.5746,-115.8876,8.71,2.16
2023-02-21 13:02:19.421365792,37.0897,-116.9903,3.16,3.69
2023-02-21 13:17:40.079632432,32.8147,-117.1622,5.37,1.23
2023-02-21 17:33:34.679409523,37.2652,-119.7392,6.07,1.21
2023-02-21 18:11:07.931556054,36.0054,-116.6381,4.13,1.51
2023-02-21 19:30:21.413675723,33.3314,-120.5815,7.99,1.71
2023-02-21 20:56:29.862569655,35.771,-120.2463,8.73,1.82
2023-02-21 22:15:06.469043965,36.9631,-119.2749,4.78,1.37
2023-02-21 22:53:25.481477365,35.8341,-115.9578,5.74,2.14
2023-02-22 00:29:48.709357237,33.7972,-115.1588,5.23,1.16
2023-02-22 02:26:27.272613483,36.807,-120.4216,10.06,1.73
2023-02-22 03:18:52.170844579,35.106,-121.7697,5.79,1.46
2023-02-22 03:29:45.507647878,36.3823,-119.458,8.47,1.33
2023-02-22 03:35:34.480356203,37.3059,-120.6391,5.02,2.01
2023-02-22 03:51:41.736246523,33.8881,-117.6612,11.73,1.2
2023-02-22 04:04:13.160305568,32.8821,-116.2875,3.57,1.63
2023-02-22 04:05:43.773585932,37.5814,-120.1022,9.09,1.13
2023-02-22 04:51:41.943744527,37.4496,-117.794,10.25,1.98
2023-02-22 04:58:17.257545287,34.1526,-114.5897,4.59,1.22
2023-02-22 05:21:38.927862911,38.1677,-119.8891,11.32,1.33
2023-02-22 05:52:53.184074627,35.7735,-121.833,9.66,1.01
2023-02-22 05:59:34.084570573,37.1874,-120.2472,4.65,2.16
2023-02-22 06:43:26.749604738,34.5314,-121.0954,9.77,1.58
2023-02-22 08:00:05.197686143,38.023,-118.1433,10.19,1.5
2023-02-22 09:10:06.184384904,34.9052,-121.069,9.47,1.06
2023-02-22 10:29:52.738611860,36.734,-115.3732,8.14,2.29
2023-02-22 10:47:54.453484251,33.2893,-121.5018,3.08,1.51
2023-02-22 11:00:03.916797913,36.6699,-119.0641,7.14,2.19
2023-02-22 11:52:50.842940658,33.7859,-115.0035,6.34,1.97
2023-02-22 11:53:59.311639622,37.9358,-118.077,6.52,1.09
2023-02-22 12:41:03.016773019,32.5854,-116.1581,3.57,1.12
2023-02-22 12:47:55.550417092,35.7636,-121.3186,6.19,1.62
2023-02-22 15:08:07.933059312,36.4413,-118.1129,13.57,1.05
2023-02-22 15:52:27.872248479,32.5775,-115.2195,2.67,1.42
2023-02-22 17:46:50.166277616,37.1525,-119.7928,5.22,1.12
2023-02-22 17:58:54.863043556,37.751,-114.8099,4.7,1.81
2023-02-22 19:29:26.364362915,34.4966,-121.8401,5.97,1.0
2023-02-22 19:54:11.097139628,37.4098,-117.4563,8.49,1.01
2023-02-22 21:35:50.250212235,38.4608,-119.4531,12.12,1.19
2023-02-22 23:46:19.359657470,34.4285,-114.5114,9.11,1.36
2023-02-23 03:41:07.813204397,34.8792,-119.372,10.24,1.89
2023-02-23 04:07:31.028416221,35.9081,-116.5334,7.62,1.13
2023-02-23 05:11:00.995766931,33.9171,-120.3993,3.03,1.95
2023-02-23 05:30:03.240048389,35.0888,-119.0661,6.48,1.03
2023-02-23 06:54:19.675326732,37.4444,-121.7856,10.12,1.41
2023-02-23 07:24:24.469589032,37.7888,-116.188,9.55,1.47
2023-02-23 10:20:28.137153212,38.2589,-120.1834,9.44,1.43
2023-02-23 12:37:55.891378295,37.6612,-117.8679,9.83,1.4
2023-02-23 16:21:25.124771276,35.532,-119.8959,9.76,1.14
2023-02-23 17:08:18.488673807,33.1028,-121.1535,8.71,1.23
2023-02-23 17:10:40.938894493,32.7461,-116.1529,7.69,1.07
2023-02-23 17:14:51.554069923,37.8503,-115.904,5.51,1.85
2023-02-23 18:21:50.589084986,33.7544,-114.7158,8.68,2.3
2023-02-23 20:20:47.296174617,38.3812,-116.3316,4.99,1.23
2023-02-23 21:11:55.263989105,35.1098,-119.907,10.27,1.05
2023-02-23 21:50:31.098663957,35.8578,-121.6746,14.77,1.09
2023-02-23 22:49:24.492181481,34.1206,-119.0215,7.38,1.24
2023-02-23 22:55:26.552851225,36.0423,-119.3015,10.69,1.76
2023-02-23 23:12:40.209886985,32.7696,-115.5927,8.62,1.73
2023-02-23 23:51:53.943351304,33.3126,-121.5041,4.64,1.05
2023-02-24 04:08:45.466821291,34.3307,-114.991,9.81,1.11
2023-02-24 04:46:51.730659960,36.255,-114.7999,10.14,1.46
2023-02-24 05:17:52.303220011,37.0223,-117.3879,5.08,2.25
2023-02-24 05:44:51.231873704,34.9547,-119.1386,6.27,1.01
2023-02-24 06:48:30.052626224,34.2658,-115.0512,6.37,1.09
2023-02-24 08:40:24.513551690,33.9641,-121.619,5.08,1.67
2023-02-24 09:48:37.846713176,34.6589,-119.0182,4.49,1.55
2023-02-24 10:55:30.302845919,37.7888,-118.0238,9.01,1.12
2023-02-24 11:02:56.931686135,36.1529,-115.9727,9.93,1.02
2023-02-24 11:21:26.475003528,32.6332,-120.7387,4.98,1.25
2023-02-24 11:39:13.646071596,32.5042,-117.8445,5.49,1.35
2023-02-24 11:45:55.034129631,35.0777,-116.1112,5.69,1.58
2023-02-24 11:58:14.861604656,32.9992,-117.7021,11.59,1.01
2023-02-24 12:32:06.262075298,36.1597,-118.3707,7.94,1.92
2023-02-24 13:52:04.048112941,37.3629,-119.2594,8.92,2.12
2023-02-24 14:13:12.616319201,32.7355,-115.7845,11.21,1.13
2023-02-24 14:37:29.953624268,36.8558,-121.5928,9.29,1.25
2023-02-24 15:09:57.119809538,34.2786,-119.9946,6.23,1.3
2023-02-24 15:41:57.371190131,34.5692,-120.5292,7.85,1.15
2023-02-24 17:19:03.280074157,36.4656,-116.5099,7.83,1.14
2023-02-24 18:58:00.446873403,33.2702,-120.9304,14.31,1.08
2023-02-24 19:47:53.922103900,38.2186,-118.1931,4.79,1.04
2023-02-24 20:10:18.349750079,36.7878,-120.9266,4.86,1.72
2023-02-24 21:02:25.219668387,36.5614,-119.6855,11.43,1.28
2023-02-24 21:18:46.567865044,36.6217,-121.8947,2.99,2.41
2023-02-24 21:53:03.831527528,33.8338,-114.5955,10.89,1.03
2023-02-24 22:05:04.653435674,38.0969,-119.4782,7.13,1.46
2023-02-24 22:14:54.769022008,35.6415,-119.7549,12.84,1.14
2023-02-24 22:33:47.734593874,34.7334,-121.5728,10.92,1.15
2023-02-25 01:47:25.160070265,35.5289,-119.0196,6.51,1.09
2023-02-25 02:26:03.884444429,34.9474,-117.7361,10.25,1.18
2023-02-25 03:17:12.937514780,34.3907,-121.8906,2.52,1.11
2023-02-25 03:25:43.913453677,36.1614,-118.8647,4.29,2.91
2023-02-25 04:58:11.065641043,36.8561,-116.9428,6.97,2.58
2023-02-25 07:27:58.191970114,34.3394,-119.8527,10.64,1.11
2023-02-25 08:04:17.148823623,38.1491,-120.6052,6.21,1.25
2023-02-25 08:12:40.450043949,37.8547,-116.5924,13.53,1.42
2023-02-25 08:25:42.031651956,37.8119,-118.9291,10.47,1.26
2023-02-25 09:07:38.523323416,36.3759,-118.8447,7.49,1.19
2023-02-25 10:34:57.575456321,32.6917,-116.9271,6.64,1.2
2023-02-25 12:04:05.285196194,34.2417,-115.7289,10.67,1.36
2023-02-25 15:20:47.382030945,32.6968,-121.3929,11.78,2.01
2023-02-25 16:46:01.421288737,33.3749,-115.3019,4.18,1.87
2023-02-25 16:47:06.984342328,36.9215,-117.8577,9.59,1.04
2023-02-25 17:03:15.343041365,38.1643,-121.1107,12.76,1.72
2023-02-25 17:40:41.642910970,36.0046,-119.6746,9.23,1.29
2023-02-25 18:42:05.534314305,37.9975,-115.5689,5.51,1.13
2023-02-25 18:57:09.160697144,34.7859,-117.8578,6.96,1.81
2023-02-25 20:05:00.839416635,37.7824,-120.8425,10.64,1.71
2023-02-25 20:31:07.270658548,33.8179,-120.7492,9.77,1.25
2023-02-25 20:48:04.891773160,34.2536,-120.2147,8.1,1.31
2023-02-25 21:32:00.183256715,36.4884,-120.854,8.34,1.44
2023-02-25 22:23:12.595445221,32.8283,-115.4133,6.34,1.34
2023-02-26 00:35:44.926993488,32.752,-119.6539,4.75,1.06
2023-02-26 00:39:53.831238354,33.3322,-115.6093,4.67,1.17
2023-02-26 01:16:09.754321287,34.0917,-114.623,3.65,1.8
2023-02-26 01:42:35.757106994,34.907,-116.5179,11.74,1.46
2023-02-26 02:03:57.358299063,35.0777,-118.2335,8.05,1.16
2023-02-26 03:52:08.709108626,37.784,-118.781,11.41,1.05
2023-02-26 04:09:01.712635574,33.4709,-115.8089,12.8,1.43
2023-02-26 06:43:46.289287298,34.4401,-114.7706,9.21,1.85
2023-02-26 07:04:52.832489626,36.1972,-116.2634,2.98,1.66
2023-02-26 07:50:53.286209495,35.8047,-115.7184,2.8,2.02
2023-02-26 07:57:17.795687335,33.5677,-117.445,8.87,1.06
2023-02-26 08:34:35.611613114,36.2166,-118.2119,7.58,1.62
2023-02-26 09:03:41.430211603,33.9359,-121.3841,8.32,1.1
2023-02-26 09:12:58.545151775,36.446,-120.064,9.48,1.43
2023-02-26 11:14:53.398697862,34.1991,-120.6482,13.24,1.06
2023-02-26 12:24:19.591193340,36.2272,-116.7445,0.25,1.62
2023-02-26 12:24:58.042134115,33.3803,-120.8068,7.56,1.28
2023-02-26 13:00:02.528934412,38.1862,-120.0845,10.25,2.12
2023-02-26 13:12:56.033862678,33.0937,-118.2163,8.22,1.01
2023-02-26 14:12:19.857079436,34.5536,-120.4119,3.42,1.16
2023-02-26 16:56:33.528938225,33.7259,-114.7398,4.32,1.11
2023-02-26 18:15:01.357167212,35.0704,-117.9361,5.94,1.05
2023-02-26 19:50:08.962727437,34.4995,-120.4222,8.52,1.49
2023-02-26 19:55:29.820780618,37.3779,-119.9961,7.92,1.09
2023-02-26 20:03:32.032009304,38.1647,-119.6529,9.71,1.43
2023-02-26 20:37:44.901912847,37.5313,-121.6577,7.14,1.02
2023-02-26 21:05:22.636471573,33.4712,-121.3491,7.12,1.35
2023-02-26 21:36:19.617039680,34.957,-117.1892,5.39,1.23
2023-02-26 23:06:08.524907404,38.1514,-116.88,5.07,1.27
2023-02-26 23:17:20.325905386,37.0993,-115.3807,6.25,1.22
2023-02-26 23:20:09.098045561,36.1114,-118.7463,6.53,1.89
2023-02-26 23:59:04.953505106,37.1612,-119.5213,10.08,1.01
2023-02-27 00:12:10.511718501,32.9614,-115.6622,9.28,1.06
2023-02-27 01:36:30.094847225,32.7073,-121.3664,8.89,1.16
2023-02-27 02:13:05.636094617,33.5796,-115.768,6.61,2.76
2023-02-27 02:14:34.632546402,35.9271,-119.2551,11.02,1.18
2023-02-27 02:28:14.706608427,33.5246,-115.1804,7.81,1.5
2023-02-27 02:52:26.439221322,38.2762,-119.3961,8.34,1.92
2023-02-27 06:22:42.997262232,36.3845,-118.5892,9.29,1.02
2023-02-27 06:39:46.383373139,35.4743,-115.2617,9.44,1.29
2023-02-27 06:40:33.367664091,37.9394,-116.795,5.88,1.41
2023-02-27 07:04:38.099472645,35.4113,-119.338,7.78,1.6
2023-02-27 10:20:50.224702056,36.388,-117.4863,11.92,1.34
2023-02-27 13:29:16.673808598,36.0015,-116.1171,4.92,1.54
2023-02-27 13:32:10.594740296,37.5015,-115.1575,8.2,1.26
2023-02-27 13:41:11.264478019,33.6034,-114.9348,9.06,1.69
2023-02-27 13:42:17.812726001,38.4735,-115.1257,6.01,1.16
2023-02-27 14:15:21.787175114,37.7648,-119.4967,8.31,2.12
2023-02-27 15:24:30.161012785,32.6485,-120.8371,8.79,1.28
2023-02-27 16:46:35.343138237,33.2711,-121.3594,8.92,1.5
2023-02-27 19:26:56.651499326,37.9443,-117.1386,12.09,1.05
2023-02-27 20:30:14.349216390,34.8739,-117.0065,6.05,1.18
2023-02-27 21:05:08.873218079,36.5007,-115.5587,0.34,1.16
2023-02-27 21:27:30.275261502,36.7579,-118.9406,6.99,1.27
2023-02-27 21:44:30.547779061,35.3357,-115.1789,4.12,1.19
2023-02-27 21:53:29.197491206,34.6217,-118.0028,4.12,1.48
2023-02-27 23:22:15.381047190,35.749,-120.0289,7.97,2.11
2023-02-28 00:28:24.794420970,36.1643,-121.7528,10.46,1.2
2023-02-28 02:19:50.272334646,35.3462,-119.0028,6.24,1.29
2023-02-28 06:37:31.154284312,32.5362,-118.5843,5.52,1.13
2023-02-28 07:20:03.464942176,38.4799,-114.8933,8.9,1.24
2023-02-28 07:26:50.373612296,36.3763,-121.2092,6.52,1.31
2023-02-28 10:18:12.669176972,33.9706,-115.0027,10.79,1.21
2023-02-28 10:49:11.757067379,35.1,-118.0798,12.46,1.38
2023-02-28 11:04:05.548784555,35.5035,-117.7682,3.46,1.62
2023-02-28 11:48:22.837397522,36.7717,-121.4704,8.03,1.33
2023-02-28 13:09:36.556349693,34.5045,-114.7162,11.9,1.21
2023-02-28 14:17:37.963307072,36.6668,-116.9486,5.5,1.52
2023-02-28 14:19:27.834507385,34.5273,-117.9445,10.46,2.21
2023-02-28 16:15:56.932848057,37.5305,-121.6637,8.55,1.39
2023-02-28 19:18:02.572415695,33.2142,-117.9809,11.51,2.05
2023-02-28 20:46:01.606599508,36.3099,-120.7374,2.83,1.18
2023-02-28 21:53:53.537715379,38.4079,-118.6216,5.68,1.06
2023-02-28 22:08:40.919055968,34.6821,-118.0384,12.12,1.14
2023-02-28 23:09:14.403363605,33.5876,-119.1816,12.37,1.11
2023-02-28 23:13:28.862610649,33.0336,-117.8097,6.63,1.02
2023-02-28 23:50:48.545212116,32.8184,-115.7993,5.02,2.22
2023-03-01 00:13:39.459273029,34.3235,-121.7984,4.86,1.37
2023-03-01 00:57:47.446689895,35.9967,-115.4769,8.84,1.07
2023-03-01 02:06:01.250630934,36.2633,-118.3689,5.24,1.1
2023-03-01 02:25:41.793395931,36.1473,-118.393,4.42,1.03
2023-03-01 03:39:11.205174562,32.7897,-117.8042,10.15,1.05
2023-03-01 04:01:04.504613714,36.2307,-115.0136,1.23,1.02
2023-03-01 04:15:45.614284645,34.4915,-116.5856,6.17,1.1
2023-03-01 04:29:40.215870581,36.8868,-121.6171,3.76,1.69
2023-03-01 04:34:05.145697873,35.4367,-119.743,9.02,2.18
2023-03-01 04:51:24.273023748,34.9389,-119.4154,1.05,1.8
2023-03-01 04:52:01.741527879,33.2926,-119.3804,5.3,1.0
2023-03-01 05:30:39.613247308,38.2036,-120.2984,12.35,1.05
2023-03-01 06:10:24.908049705,34.8692,-116.8354,12.76,1.31
2023-03-01 06:53:27.278407104,35.2577,-115.7765,3.9,1.44
2023-03-01 07:43:09.757077157,33.6822,-121.8388,4.3,2.07
2023-03-01 09:47:25.064882675,35.5636,-116.1622,14.78,1.04
2023-03-01 11:20:35.395204818,33.4936,-114.7305,13.67,2.09
2023-03-01 11:37:12.400769186,33.0423,-121.6188,8.34,1.17
2023-03-01 12:04:42.345633185,36.8862,-121.6594,8.15,1.4
2023-03-01 12:39:03.641418988,35.5551,-117.7139,11.55,1.28
2023-03-01 13:36:13.417542693,37.4909,-120.3567,5.17,1.67
2023-03-01 14:05:50.017455454,37.9017,-114.5375,10.61,1.33
2023-03-01 14:51:58.839945673,35.507,-118.6681,4.6,1.35
2023-03-01 15:24:05.472016607,37.8327,-119.1139,8.84,1.25
2023-03-01 16:54:57.005311632,37.9139,-119.3467,7.02,1.13
2023-03-01 17:23:56.026023626,35.7261,-119.7584,1.55,1.08
2023-03-01 17:48:31.873192117,34.5691,-120.2742,8.34,1.02
2023-03-01 18:29:16.505626776,38.4325,-114.6693,7.88,1.71
2023-03-01 19:15:01.921764065,35.6291,-115.2922,6.72,1.15
2023-03-01 19:17:09.679089235,34.1095,-119.5131,8.46,1.59
2023-03-01 20:31:49.009140918,37.7276,-120.4105,3.26,1.87
2023-03-01 22:19:36.678366646,38.2332,-120.366,8.57,1.31
2023-03-01 22:22:59.750876061,37.8723,-115.6024,8.74,1.25
2023-03-01 22:53:18.134103777,35.8162,-119.8325,2.19,1.04
2023-03-01 23:12:33.163705257,37.9303,-121.7856,14.08,1.4
2023-03-01 23:49:46.914303471,33.6044,-120.9299,7.56,1.02
2023-03-02 00:02:47.809427309,37.5535,-119.5231,7.92,1.04
2023-03-02 00:07:57.087396824,36.5117,-116.215,4.6,1.06
2023-03-02 00:10:19.292570610,34.2329,-119.9155,5.89,2.57
2023-03-02 00:36:24.687882679,38.2666,-115.4099,7.42,1.65
2023-03-02 01:00:18.901136124,36.6004,-117.5934,7.4,1.32
2023-03-02 01:31:45.801163269,36.8017,-118.3991,11.43,1.22
2023-03-02 02:07:31.631383167,35.3934,-120.2609,5.06,1.21
2023-03-02 05:19:01.041905507,32.9943,-120.5882,8.17,1.19
2023-03-02 06:00:53.790954011,35.0761,-117.7641,9.18,1.22
2023-03-02 06:33:30.126914998,36.3885,-121.0783,9.35,1.53
2023-03-02 07:54:48.419748187,37.8531,-120.5416,4.6,2.97
2023-03-02 07:57:45.330447534,36.0803,-115.9664,9.54,1.3
2023-03-02 08:31:16.011552700,33.7663,-121.0973,10.13,1.09
2023-03-02 08:53:39.036333472,35.0184,-118.7021,10.39,1.18
2023-03-02 09:09:21.447838644,38.1557,-119.5988,3.66,1.16
2023-03-02 10:20:08.026755691,36.9287,-121.974,12.32,1.72
2023-03-02 11:01:10.926511587,37.8358,-114.9124,8.21,1.85
2023-03-02 11:29:39.153042804,35.9793,-116.8507,7.98,1.08
2023-03-02 14:03:22.784056156,38.3462,-121.1393,8.71,1.61
2023-03-02 14:11:46.031741328,35.5491,-119.5217,9.29,1.03
2023-03-02 14:27:38.567738976,33.5616,-115.5607,12.04,1.78
2023-03-02 14:37:15.966799752,32.7798,-120.1037,7.97,1.59
2023-03-02 16:55:57.580906685,33.8829,-117.3406,7.29,1.06
2023-03-02 17:46:58.951508660,37.7362,-114.5217,9.6,1.59
2023-03-02 17:54:56.586621315,34.7762,-119.1632,5.81,1.28
2023-03-02 18:02:45.901306336,38.4827,-116.5337,2.38,1.25
2023-03-02 18:36:55.881497108,33.7266,-117.0351,8.3,1.26
2023-03-02 19:25:24.182095332,35.2971,-115.2507,13.22,1.3
2023-03-02 19:31:49.184686067,36.5423,-118.913,10.99,1.0
2023-03-02 20:00:18.929956448,35.1448,-119.8901,5.09,1.74
2023-03-02 21:35:15.755014229,36.5501,-117.2481,5.46,1.25
2023-03-02 22:03:11.976883505,37.9204,-114.5104,1.09,1.48
2023-03-02 23:02:03.392561229,36.8017,-119.0062,5.05,1.5
2023-03-02 23:04:51.707051201,34.0631,-117.4738,10.28,1.22
2023-03-03 01:02:04.709915774,34.9014,-120.8913,2.67,1.41
2023-03-03 01:04:47.509701668,33.5828,-117.9132,7.2,1.3
2023-03-03 01:23:31.584096709,35.0055,-115.3399,5.09,1.19
2023-03-03 01:38:44.495137550,34.6754,-116.0738,8.2,1.05
2023-03-03 04:27:23.758128899,36.0148,-116.6335,8.11,1.43
2023-03-03 05:44:39.266687742,33.3833,-117.7211,4.82,1.13
2023-03-03 06:37:15.330525130,35.8454,-118.1768,8.79,1.44
2023-03-03 07:04:23.927933820,35.2285,-115.742,13.6,1.74
2023-03-03 07:15:38.031648376,37.8588,-121.2436,7.88,1.06
2023-03-03 07:17:28.618378542,37.4376,-118.9098,6.74,2.12
2023-03-03 07:31:25.728937460,35.9656,-120.7889,8.99,2.0
2023-03-03 08:28:52.865395744,36.986,-115.0344,9.46,1.4
2023-03-03 08:43:06.716812109,33.9841,-120.4197,6.74,1.24
2023-03-03 08:47:47.842525893,35.577,-121.0868,2.86,1.04
2023-03-03 09:17:07.005527821,35.6374,-116.3272,11.18,1.6
2023-03-03 10:58:55.422398774,35.2732,-121.8538,9.58,1.36
2023-03-03 11:14:10.682279188,37.5395,-114.7448,5.34,1.22
2023-03-03 11:22:00.180117499,33.7865,-120.7265,3.49,3.63
2023-03-03 11:28:58.283239710,34.3967,-121.7087,10.25,1.56
2023-03-03 11:35:15.837320610,37.0405,-120.0145,8.93,1.77
2023-03-03 12:47:57.546662068,37.2162,-115.8625,9.77,1.35
2023-03-03 13:50:13.464712690,36.7558,-115.6559,10.04,1.71
2023-03-03 14:00:29.755979633,37.0113,-115.842,5.84,1.34
2023-03-03 14:15:14.857276486,37.9621,-119.2213,5.71,1.78
2023-03-03 14:18:00.121469686,32.9292,-117.8335,6.46,1.03
